# Time Series: 1 Hz sine wave 
 # Time (s),Acceleration (g)
5.695909357066145873e+00,-9.428008334683208869e-01
5.705919742579443898e+00,-9.618899071892024200e-01
5.715930128092741036e+00,-9.771749544260637244e-01
5.725940513606038174e+00,-9.885955267595396556e-01
5.735950899119335311e+00,-9.961064587717410879e-01
5.745961284632632449e+00,-9.996780466638455209e-01
5.755971670145929586e+00,-9.992961657269533449e-01
5.765982055659227612e+00,-9.949623262016719094e-01
5.775992441172524750e+00,-9.866936673055026752e-01
5.786002826685821887e+00,-9.745228894516562157e-01
5.796013212199119025e+00,-9.584981249273548665e-01
5.806023597712416162e+00,-9.386827475430435941e-01
5.816033983225713300e+00,-9.151551220053292246e-01
5.826044368739010437e+00,-8.880082940047605566e-01
5.836054754252308463e+00,-8.573496222441353565e-01
5.846065139765605601e+00,-8.233003538625295326e-01
5.856075525278902738e+00,-7.859951449341013863e-01
5.866085910792199876e+00,-7.455815279380859639e-01
5.876096296305497013e+00,-7.022193283058801860e-01
5.886106681818794151e+00,-6.560800323526679856e-01
5.896117067332091288e+00,-6.073461090933107709e-01
5.906127452845389314e+00,-5.562102886244097988e-01
5.916137838358686452e+00,-5.028747999265458235e-01
5.926148223871983589e+00,-4.475505711007718990e-01
5.936158609385280727e+00,-3.904563952023803464e-01
5.946168994898577864e+00,-3.318180649708414309e-01
5.956179380411875002e+00,-2.718674798777052093e-01
5.966189765925172139e+00,-2.108417290240511277e-01
5.976200151438470165e+00,-1.489821535142188402e-01
5.986210536951767303e+00,-8.653339201399609659e-02
5.996220922465064440e+00,-2.374241326779462716e-02
6.006231307978361578e+00,3.914246059902645042e-02
6.016241693491658715e+00,1.018725361301455468e-01
6.026252079004955853e+00,1.641997320567035179e-01
6.036262464518253879e+00,2.258775603947981991e-01
6.046272850031551016e+00,2.866621012418072989e-01
6.056283235544848154e+00,3.463129674167528260e-01
6.066293621058145291e+00,4.045942551295907408e-01
6.076304006571442429e+00,4.612754769198207927e-01
6.086314392084739566e+00,5.161324731749648009e-01
6.096324777598036704e+00,5.689482986240342877e-01
6.106335163111334730e+00,6.195140803000838137e-01
6.116345548624631867e+00,6.676298435789457253e-01
6.126355934137929005e+00,7.131053030272836990e-01
6.136366319651226142e+00,7.557606149323965461e-01
6.146376705164523280e+00,7.954270885377340283e-01
6.156387090677820417e+00,8.319478531712999336e-01
6.166397476191117555e+00,8.651784786287146645e-01
6.176407861704415581e+00,8.949875463574336054e-01
6.186418247217712718e+00,9.212571691831872300e-01
6.196428632731009856e+00,9.438834575233964186e-01
6.206439018244306993e+00,9.627769302436390841e-01
6.216449403757604131e+00,9.778628685324722847e-01
6.226459789270901268e+00,9.890816113950620103e-01
6.236470174784198406e+00,9.963887915970194298e-01
6.246480560297496432e+00,9.997555111253766391e-01
6.256490945810793569e+00,9.991684554727721101e-01
6.266501331324090707e+00,9.946299462928942514e-01
6.276511716837387844e+00,9.861579322189371055e-01
6.286522102350684982e+00,9.737859178813887961e-01
6.296532487863982119e+00,9.575628314058599599e-01
6.306542873377280145e+00,9.375528309149573358e-01
6.316553258890577283e+00,9.138350507994797978e-01
6.326563644403874420e+00,8.865032887622831259e-01
6.336574029917171558e+00,8.556656348725836247e-01
6.346584415430468695e+00,8.214440440976062963e-01
6.356594800943765833e+00,7.839738540021313762e-01
6.366605186457062970e+00,7.434032495233564575e-01
6.376615571970360996e+00,6.998926769376760948e-01
6.386625957483658134e+00,6.536142093370452821e-01
6.396636342996955271e+00,6.047508661242900763e-01
6.406646728510252409e+00,5.534958892185519730e-01
6.416657114023549546e+00,5.000519788333743776e-01
6.426667499536846684e+00,4.446304918496237768e-01
6.436677885050143821e+00,3.874506059535220426e-01
6.446688270563441847e+00,3.287384528454664334e-01
6.456698656076738985e+00,2.687262239474558778e-01
6.466709041590036122e+00,2.076512521459117910e-01
6.476719427103333260e+00,1.457550732013344064e-01
6.486729812616630397e+00,8.328247053664071531e-02
6.496740198129927535e+00,2.048050718190564529e-02
6.506750583643224672e+00,-4.240245129621822429e-02
6.516760969156522698e+00,-1.051177190162846109e-01
6.526771354669819836e+00,-1.674172732704935773e-01
6.536781740183116973e+00,-2.290547353906276784e-01
6.546792125696414111e+00,-2.897863451120590850e-01
6.556802511209711248e+00,-3.493719245827518471e-01
6.566812896723008386e+00,-4.075758282047379777e-01
6.576823282236306412e+00,-4.641678745516370497e-01
6.586833667749603549e+00,-5.189242566768543785e-01
6.596844053262900687e+00,-5.716284272123217658e-01
6.606854438776197824e+00,-6.220719547574786734e-01
6.616864824289494962e+00,-6.700553481717239634e-01
6.626875209802792099e+00,-7.153888455103877275e-01
6.636885595316089237e+00,-7.578931644842966664e-01
6.646895980829387263e+00,-7.974002114750021741e-01
6.656906366342684400e+00,-8.337537463016355677e-01
6.666916751855981538e+00,-8.668100001105866204e-01
6.676927137369278675e+00,-8.964382439441900274e-01
6.686937522882575813e+00,-9.225213057400526440e-01
6.696947908395872950e+00,-9.449560337163450674e-01
6.706958293909170088e+00,-9.636537043104761446e-01
6.716968679422468114e+00,-9.785403730579099735e-01
6.726979064935765251e+00,-9.895571670234480921e-01
6.736989450449062389e+00,-9.966605176285024958e-01
6.746999835962359526e+00,-9.998223329535889103e-01
6.757010221475656664e+00,-9.990301088346185132e-01
6.767020606988953801e+00,-9.942869783136449868e-01
6.777030992502250939e+00,-9.856116992484889039e-01
6.787041378015548965e+00,-9.730385801302506854e-01
6.797051763528846102e+00,-9.566173444020759087e-01
6.807062149042143240e+00,-9.364129338157630711e-01
6.817072534555440377e+00,-9.125052516038887340e-01
6.827082920068737515e+00,-8.849888464831204837e-01
6.837093305582034652e+00,-8.539725387384455857e-01
6.847103691095332678e+00,-8.195789898670012841e-01
6.857114076608629816e+00,-7.819442174834942971e-01
6.867124462121926953e+00,-7.412170574056220484e-01
6.877134847635224091e+00,-6.975585750467840906e-01
6.887145233148521228e+00,-6.511414284439425160e-01
6.897155618661818366e+00,-6.021491854396078258e-01
6.907166004175115503e+00,-5.507755977183504958e-01
6.917176389688413529e+00,-4.972238345688956840e-01
6.927186775201710667e+00,-4.417056794019684207e-01
6.937197160715007804e+00,-3.844406922015338179e-01
6.947207546228304942e+00,-3.256553412216983689e-01
6.957217931741602079e+00,-2.655821073631506879e-01
6.967228317254899217e+00,-2.044585647712028609e-01
6.977238702768196354e+00,-1.425264412913032908e-01
6.987249088281494380e+00,-8.003066249772802787e-02
6.997259473794791518e+00,-1.721838307618512101e-02
7.007269859308088655e+00,4.566199060931774856e-02
7.017280244821385793e+00,1.083617828994940663e-01
7.027290630334682930e+00,1.706330322878988337e-01
7.037301015847980068e+00,2.322294720447511118e-01
7.047311401361277206e+00,2.929075041382889766e-01
7.057321786874575231e+00,3.524271626021823756e-01
7.067332172387872369e+00,4.105530625390287347e-01
7.077342557901169506e+00,4.670553310069034958e-01
7.087352943414466644e+00,5.217105161075800135e-01
7.097363328927763781e+00,5.743024706811140634e-01
7.107373714441060919e+00,6.246232071121308183e-01
7.117384099954358945e+00,6.724737198672194882e-01
7.127394485467656082e+00,7.176647725104278175e-01
7.137404870980953220e+00,7.600176460846326254e-01
7.147415256494250357e+00,7.993648458988600325e-01
7.157425642007547495e+00,8.355507639266089859e-01
7.167436027520844632e+00,8.684322941954710773e-01
7.177446413034141770e+00,8.978793987343158811e-01
7.187456798547439796e+00,9.237756218399425512e-01
7.197467184060736933e+00,9.460185506293450342e-01
7.207477569574034071e+00,9.645202200562467132e-01
7.217487955087331208e+00,9.792074607901781746e-01
7.227498340600628346e+00,9.900221885822938495e-01
7.237508726113925484e+00,9.969216339736028942e-01
7.247519111627222621e+00,9.998785114371485649e-01
7.257529497140520647e+00,9.988811272852248235e-01
7.267539882653817784e+00,9.939334259148985273e-01
7.277550268167114922e+00,9.850549742089357297e-01
7.287560653680412059e+00,9.722808841538285174e-01
7.297571039193709197e+00,9.556616739809388195e-01
7.307581424707006335e+00,9.352630683799321165e-01
7.317591810220304360e+00,9.111657385745763893e-01
7.327602195733601498e+00,8.834649832888613608e-01
7.337612581246898635e+00,8.522703518651288945e-01
7.347622966760195773e+00,8.177052110246649796e-01
7.357633352273492910e+00,7.799062569841587189e-01
7.367643737786790048e+00,7.390229748574138613e-01
7.377654123300087186e+00,6.952170474802644717e-01
7.387664508813385211e+00,6.486617159966904245e-01
7.397674894326682349e+00,5.995410947347576958e-01
7.407685279839979486e+00,5.480494430819440321e-01
7.417695665353276624e+00,4.943903972393729473e-01
7.427706050866573761e+00,4.387761648931371994e-01
7.437716436379870899e+00,3.814266859876709326e-01
7.447726821893168037e+00,3.225687629199812112e-01
7.457737207406466062e+00,2.624351635946389205e-01
7.467747592919763200e+00,2.012637008868277955e-01
7.477757978433060337e+00,1.392962921536670118e-01
7.487768363946357475e+00,7.677800251353607275e-02
7.497778749459654613e+00,1.395607567671389680e-02
7.507789134972951750e+00,-4.892104383974571480e-02
7.517799520486248888e+00,-1.116046932459554691e-01
7.527809905999546913e+00,-1.738469748764197575e-01
7.537820291512844051e+00,-2.354017365613546020e-01
7.547830677026141188e+00,-2.960255450950228240e-01
7.557841062539438326e+00,-3.554786489513014902e-01
7.567851448052735464e+00,-4.135259264390879763e-01
7.577861833566032601e+00,-4.699378155479648211e-01
7.587872219079330627e+00,-5.244912218067647736e-01
7.597882604592627764e+00,-5.769704005645933664e-01
7.607892990105924902e+00,-6.271678102053626080e-01
7.617903375619222039e+00,-6.748849329212848192e-01
7.627913761132519177e+00,-7.199330597996241865e-01
7.637924146645816315e+00,-7.621340371177873774e-01
7.647934532159113452e+00,-8.013209708953148436e-01
7.657944917672411478e+00,-8.373388869165474535e-01
7.667955303185708615e+00,-8.700453436136718066e-01
7.677965688699005753e+00,-8.993109953863782646e-01
7.687976074212302890e+00,-9.250201041303609539e-01
7.697986459725600028e+00,-9.470709969516483140e-01
7.707996845238897166e+00,-9.653764682566863264e-01
7.718007230752194303e+00,-9.798641246279722328e-01
7.728017616265492329e+00,-9.904766711213361940e-01
7.738028001778789466e+00,-9.971721378526762214e-01
7.748038387292086604e+00,-9.999240459780223134e-01
7.758048772805383742e+00,-9.987215124105347508e-01
7.768059158318680879e+00,-9.935692928603050422e-01
7.778069543831978017e+00,-9.844877630267493407e-01
7.788079929345275154e+00,-9.715128380179748335e-01
7.798090314858573180e+00,-9.546958303157819792e-01
7.808100700371870317e+00,-9.341032468480531259e-01
7.818111085885167455e+00,-9.098165259709807273e-01
7.828121471398464593e+00,-8.819317154013958104e-01
7.838131856911761730e+00,-8.505590923728145736e-01
7.848142242425058868e+00,-8.158227275174113613e-01
7.858152627938356893e+00,-7.778599941986861221e-01
7.868163013451654031e+00,-7.368210252352531686e-01
7.878173398964951168e+00,-6.928681191642257486e-01
7.888183784478248306e+00,-6.461750983924130498e-01
7.898194169991545444e+00,-5.969266217734917612e-01
7.908204555504842581e+00,-5.453174543299039723e-01
7.918214941018139719e+00,-4.915516970074150227e-01
7.928225326531437744e+00,-4.358419795084904624e-01
7.938235712044734882e+00,-3.784086193967274858e-01
7.948246097558032019e+00,-3.194787507976625807e-01
7.958256483071329157e+00,-2.592854261418932049e-01
7.968266868584626295e+00,-1.980666945028665693e-01
7.978277254097923432e+00,-1.360646601741394013e-01
7.988287639611220570e+00,-7.352452520939080360e-02
7.998298025124518595e+00,-1.069361971151690759e-02
8.008308410637814845e+00,5.217957629411858200e-02
8.018318796151111982e+00,1.148464155341229892e-01
8.028329181664410896e+00,1.770590668228720910e-01
8.038339567177708034e+00,2.385714951709268783e-01
8.048349952691005171e+00,2.991404347899855876e-01
8.058360338204302309e+00,3.585263511463303021e-01
8.068370723717599446e+00,4.164943882580910417e-01
8.078381109230896584e+00,4.728152974900992067e-01
8.088391494744193722e+00,5.272663441731281209e-01
8.098401880257490859e+00,5.796321884620164733e-01
8.108412265770787997e+00,6.297057369492623513e-01
8.118422651284085134e+00,6.772889616659929501e-01
8.128433036797382272e+00,7.221936832315232202e-01
8.138443422310679409e+00,7.642423150542836385e-01
8.148453807823976547e+00,8.032685656409546127e-01
8.158464193337273684e+00,8.391180962364481744e-01
8.168474578850572598e+00,8.716491311938934228e-01
8.178484964363869736e+00,9.007330186606959943e-01
8.188495349877166873e+00,9.262547393635053306e-01
8.198505735390464011e+00,9.481133614797201403e-01
8.208516120903761148e+00,9.662224397968325329e-01
8.218526506417058286e+00,9.805103575809518412e-01
8.228536891930355424e+00,9.909206098025021836e-01
8.238547277443652561e+00,9.974120265990484846e-01
8.248557662956949699e+00,9.999589360914840075e-01
8.258568048470246836e+00,9.985512659096864585e-01
8.268578433983543974e+00,9.931945830261460495e-01
8.278588819496841111e+00,9.839100717400254270e-01
8.288599205010138249e+00,9.707344498987219295e-01
8.298609590523437163e+00,9.537198236882408198e-01
8.308619976036734300e+00,9.329334815666976422e-01
8.318630361550031438e+00,9.084576281557825705e-01
8.328640747063328575e+00,8.803890591427154799e-01
8.338651132576625713e+00,8.488387784782600587e-01
8.348661518089922851e+00,8.139315593847173957e-01
8.358671903603219988e+00,7.758054509100356100e-01
8.368682289116517126e+00,7.346112319794232404e-01
8.378692674629814263e+00,6.905118151035741780e-01
8.388703060143111401e+00,6.436816021017416345e-01
8.398713445656408538e+00,5.943057943874859861e-01
8.408723831169705676e+00,5.425796605448892640e-01
8.418734216683002813e+00,4.887077640916557830e-01
8.428744602196299951e+00,4.329031544831432043e-01
8.438754987709598865e+00,3.753865245567477027e-01
8.448765373222896002e+00,3.163853377486574026e-01
8.458775758736193140e+00,2.561329285345982920e-01
8.468786144249490278e+00,1.948675796521994741e-01
8.478796529762787415e+00,1.328315797541913257e-01
8.488806915276084553e+00,7.027026521931871439e-02
8.498817300789381690e+00,7.431049910221922475e-03
8.508827686302678828e+00,-5.543755328459658294e-02
8.518838071815975965e+00,-1.180869152551050072e-01
8.528848457329273103e+00,-1.802692739337652117e-01
8.538858842842570240e+00,-2.417387141306258647e-01
8.548869228355867378e+00,-3.022521400644211931e-01
8.558879613869164515e+00,-3.615702367437398923e-01
8.568889999382463429e+00,-4.194584163960484724e-01
8.578900384895760567e+00,-4.756877462018260783e-01
8.588910770409057704e+00,-5.300358536648498431e-01
8.598921155922354842e+00,-5.822878060380289877e-01
8.608931541435651980e+00,-6.322369603270122651e-01
8.618941926948949117e+00,-6.796857805098961425e-01
8.628952312462246255e+00,-7.244466187412601510e-01
8.638962697975543392e+00,-7.663424574510097065e-01
8.648973083488840530e+00,-8.052076094031777043e-01
8.658983469002137667e+00,-8.408883729462234280e-01
8.668993854515434805e+00,-8.732436398634318975e-01
8.679004240028731942e+00,-9.021454534194867092e-01
8.689014625542029080e+00,-9.274795143963845412e-01
8.699025011055326218e+00,-9.491456331173372396e-01
8.709035396568625131e+00,-9.670581256711169305e-01
8.719045782081922269e+00,-9.811461527698134288e-01
8.729056167595219407e+00,-9.913539998999577607e-01
8.739066553108516544e+00,-9.976412976590484094e-01
8.749076938621813682e+00,-9.999831814061205248e-01
8.759087324135110819e+00,-9.983703895949936902e-01
8.769097709648407957e+00,-9.928093004012954470e-01
8.779108095161705094e+00,-9.833219064984227709e-01
8.789118480675002232e+00,-9.699457280821932592e-01
8.799128866188299369e+00,-9.527336644881408967e-01
8.809139251701596507e+00,-9.317537849882979728e-01
8.819149637214893644e+00,-9.070890595947785906e-01
8.829160022728190782e+00,-8.788370309347703913e-01
8.839170408241489696e+00,-8.471094284946162345e-01
8.849180793754786833e+00,-8.120317267585180909e-01
8.859191179268083971e+00,-7.737426489893007853e-01
8.869201564781381109e+00,-7.323936186136847937e-01
8.879211950294678246e+00,-6.881481603817123371e-01
8.889222335807975384e+00,-6.411812536685270736e-01
8.899232721321272521e+00,-5.916786404760606688e-01
8.909243106834569659e+00,-5.398360908713547568e-01
8.919253492347866796e+00,-4.858586287664258818e-01
8.929263877861163934e+00,-4.299597211015557252e-01
8.939274263374461071e+00,-3.723604336386376890e-01
8.949284648887758209e+00,-3.132885567030909701e-01
8.959295034401055347e+00,-2.529777043318556795e-01
8.969305419914352484e+00,-1.916663903901799082e-01
8.979315805427651398e+00,-1.295970853107337450e-01
8.989326190940948536e+00,-6.701525718569945056e-02
8.999336576454245673e+00,-4.168401003640105976e-03
9.009346961967542811e+00,5.869494012923880122e-02
9.019357347480839948e+00,1.213261579130032325e-01
9.029367732994137086e+00,1.834775620357148862e-01
9.039378118507434223e+00,2.449033597246859373e-01
9.049388504020731361e+00,3.053606277935198010e-01
9.059398889534028498e+00,3.646102733406763052e-01
9.069409275047325636e+00,4.224179793001878180e-01
9.079419660560622773e+00,4.785551311052387291e-01
9.089430046073919911e+00,5.327997207998298457e-01
9.099440431587217049e+00,5.849372250229435410e-01
9.109450817100515962e+00,6.347614533931364988e-01
9.119461202613813100e+00,6.820753639382814981e-01
9.129471588127110238e+00,7.266918423457997545e-01
9.139481973640407375e+00,7.684344419514498314e-01
9.149492359153704513e+00,8.071380815403973452e-01
9.159502744667001650e+00,8.426496982008524483e-01
9.169513130180298788e+00,8.748288526483800620e-01
9.179523515693595925e+00,9.035482846270612711e-01
9.189533901206893063e+00,9.286944161909899131e-01
9.199544286720190200e+00,9.501678008757336036e-01
9.209554672233487338e+00,9.678835169834625329e-01
9.219565057746784476e+00,9.817715034263643226e-01
9.229575443260081613e+00,9.917768368001642632e-01
9.239585828773380527e+00,9.978599485920308654e-01
9.249596214286677665e+00,9.999967816638344331e-01
9.259606599799974802e+00,9.981788853919276727e-01
9.269616985313271940e+00,9.924134490871782122e-01
9.279627370826569077e+00,9.827232735631017402e-01
9.289637756339866215e+00,9.691466809645202796e-01
9.299648141853163352e+00,9.517373632133706574e-01
9.309658527366460490e+00,9.305641696710001964e-01
9.319668912879757627e+00,9.057108348566922373e-01
9.329679298393054765e+00,8.772756472992534471e-01
9.339689683906351902e+00,8.453710608312293706e-01
9.349700069419649040e+00,8.101232498629884482e-01
9.359710454932946178e+00,7.716716103954949224e-01
9.369720840446243315e+00,7.301682087450701575e-01
9.379731225959542229e+00,6.857771801603125272e-01
9.389741611472839367e+00,6.386740797095737943e-01
9.399751996986136504e+00,5.890451880058946710e-01
9.409762382499433642e+00,5.370867745152589912e-01
9.419772768012730779e+00,4.830043213614493847e-01
9.429783153526027917e+00,4.270117106972836085e-01
9.439793539039325054e+00,3.693303788558492951e-01
9.449803924552622192e+00,3.101884406269012073e-01
9.459814310065919329e+00,2.498197871217439359e-01
9.469824695579216467e+00,1.884631607941950338e-01
9.479835081092513605e+00,1.263612112757373784e-01
9.489845466605810742e+00,6.375953575885449920e-02
9.499855852119107880e+00,9.057077234602380674e-04
9.509866237632406794e+00,-6.195170215238656602e-02
9.519876623145703931e+00,-1.245641090253293698e-01
9.529887008659001069e+00,-1.866838969757232403e-01
9.539897394172298206e+00,-2.480653982646873756e-01
9.549907779685595344e+00,-3.084658648866825392e-01
9.559918165198892481e+00,-3.676464285752194527e-01
9.569928550712189619e+00,-4.253730454652635551e-01
9.579938936225486756e+00,-4.814174216763731917e-01
9.589949321738783894e+00,-5.355579161560742874e-01
9.599959707252081031e+00,-5.875804172130757452e-01
9.609970092765378169e+00,-6.372791892737998953e-01
9.619980478278675307e+00,-6.844576865134751609e-01
9.629990863791972444e+00,-7.289293301441974737e-01
9.640001249305269582e+00,-7.705182462859261339e-01
9.650011634818568496e+00,-8.090599615022906477e-01
9.660022020331865633e+00,-8.444020532506121279e-01
9.670032405845162771e+00,-8.764047526737633875e-01
9.680042791358459908e+00,-9.049414973499443349e-01
9.690053176871757046e+00,-9.298994318143997129e-01
9.700063562385054183e+00,-9.511798538736854214e-01
9.710073947898351321e+00,-9.686986049473912397e-01
9.720084333411648458e+00,-9.823864028936049042e-01
9.730094718924945596e+00,-9.921891160019229439e-01
9.740105104438242734e+00,-9.980679770704041776e-01
9.750115489951539871e+00,-9.999997367198478759e-01
9.760125875464837009e+00,-9.979767553390969104e-01
9.770136260978134146e+00,-9.920070332977271033e-01
9.780146646491433060e+00,-9.821141793066485715e-01
9.790157032004730198e+00,-9.683373170517483031e-01
9.800167417518027335e+00,-9.507309304697989516e-01
9.810177803031324473e+00,-9.293646482785374863e-01
9.820188188544621610e+00,-9.043229686130568323e-01
9.830198574057918748e+00,-8.757049248574722000e-01
9.840208959571215885e+00,-8.436236939934182999e-01
9.850219345084513023e+00,-8.082061490142986582e-01
9.860229730597810160e+00,-7.695923571753124914e-01
9.870240116111107298e+00,-7.279350260635727432e-01
9.880250501624404436e+00,-6.833988996790137938e-01
9.890260887137701573e+00,-6.361601069143510978e-01
9.900271272650998711e+00,-5.864054650107226596e-01
9.910281658164295848e+00,-5.343317407437173649e-01
9.920292043677594762e+00,-4.801448722615020981e-01
9.930302429190891900e+00,-4.240591546525932509e-01
9.940312814704189037e+00,-3.662963924640240676e-01
9.950323200217486175e+00,-3.070850225215688289e-01
9.960333585730783312e+00,-2.466592105210576036e-01
9.970343971244080450e+00,-1.852579249633936331e-01
9.980354356757377587e+00,-1.231239920958166340e-01
9.990364742270674725e+00,-6.050313559670667668e-02
1.000037512778397186e+01,2.356995198206267555e-03
1.001038551329726900e+01,6.520780468504677740e-02
1.002039589881056614e+01,1.278007341233086402e-01
1.003040628432386328e+01,1.898882446215843234e-01
1.004041666983716041e+01,2.512247960899907095e-01
1.005042705535045933e+01,3.115678182879277891e-01
1.006043744086375646e+01,3.706786701267804074e-01
1.007044782637705360e+01,4.283235834339055859e-01
1.008045821189035074e+01,4.842745874454584265e-01
1.009046859740364788e+01,5.383104103719247302e-01
1.010047898291694501e+01,5.902173544710267450e-01
1.011048936843024215e+01,6.397901411671317318e-01
1.012049975394353929e+01,6.868327228750908953e-01
1.013051013945683643e+01,7.311590583178869673e-01
1.014052052497013356e+01,7.725938482718680556e-01
1.015053091048343070e+01,8.109732288299793534e-01
1.016054129599672784e+01,8.461454194412618701e-01
1.017055168151002498e+01,8.779713231637576998e-01
1.018056206702332211e+01,9.063250767570517619e-01
1.019057245253662103e+01,9.310945484389384630e-01
1.020058283804991817e+01,9.521817813376562967e-01
1.021059322356321530e+01,9.695033808860940017e-01
1.022060360907651244e+01,9.829908446257810128e-01
1.023061399458980958e+01,9.925908331164253751e-01
1.024062438010310672e+01,9.982653808796579931e-01
1.025063476561640385e+01,9.999920465427036831e-01
1.026064515112970099e+01,9.977640015882213165e-01
1.027065553664299813e+01,9.915900573593312561e-01
1.028066592215629527e+01,9.814946302130193034e-01
1.029067630766959240e+01,9.675176449597505668e-01
1.030068669318288954e+01,9.497143769711374750e-01
1.031069707869618668e+01,9.281552335801031006e-01
1.032070746420948559e+01,9.029254756380392655e-01
1.033071784972278273e+01,8.741248803301306936e-01
1.034072823523607987e+01,8.418673465823228730e-01
1.035073862074937701e+01,8.062804446204480113e-01
1.036074900626267414e+01,7.675049114628854641e-01
1.037075939177597128e+01,7.256940943419640799e-01
1.038076977728926842e+01,6.810133442551729033e-01
1.039078016280256556e+01,6.336393620446708619e-01
1.040079054831586269e+01,5.837594995909956008e-01
1.041080093382915983e+01,5.315710188847082573e-01
1.042081131934245697e+01,4.772803119061006516e-01
1.043082170485575411e+01,4.211020843981598261e-01
1.044083209036905124e+01,3.632585067606828311e-01
1.045084247588234838e+01,3.039783354237253210e-01
1.046085286139564730e+01,2.434960081748596961e-01
1.047086324690894443e+01,1.820507170182744661e-01
1.048087363242224157e+01,1.198854622319547036e-01
1.049088401793553871e+01,5.724609136439698376e-02
1.050089440344883585e+01,-5.619673029102731018e-03
1.051090478896213298e+01,-6.846321306524674744e-02
1.052091517447543012e+01,-1.310359987523384007e-01
1.053092555998872726e+01,-1.930905708622822903e-01
1.054093594550202440e+01,-2.543815195680605434e-01
1.055094633101532153e+01,-3.146664549762162588e-01
1.056095671652861867e+01,-3.737069657164192038e-01
1.057096710204191581e+01,-4.312695617969281581e-01
1.058097748755521295e+01,-4.871265979972844717e-01
1.059098787306851186e+01,-5.410571741464429429e-01
1.060099825858180900e+01,-5.928480087259715425e-01
1.061100864409510613e+01,-6.422942823434457660e-01
1.062101902960840327e+01,-6.892004477403166351e-01
1.063102941512170041e+01,-7.333810031308714006e-01
1.064103980063499755e+01,-7.746612258139891072e-01
1.065105018614829469e+01,-8.128778631562978418e-01
1.066106057166159182e+01,-8.478797782142725170e-01
1.067107095717488896e+01,-8.795285474418538252e-01
1.068108134268818610e+01,-9.076990081198693661e-01
1.069109172820148324e+01,-9.322797533422999550e-01
1.070110211371478037e+01,-9.531735726018790711e-01
1.071111249922807751e+01,-9.702978362325428430e-01
1.072112288474137465e+01,-9.835848221884692100e-01
1.073113327025467356e+01,-9.929819838672963028e-01
1.074114365576797070e+01,-9.984521579183809337e-01
1.075115404128126784e+01,-9.999737112142654816e-01
1.076116442679456497e+01,-9.975406264041168924e-01
1.077117481230786211e+01,-9.911625257107969933e-01
1.078118519782115925e+01,-9.808646328774535128e-01
1.079119558333445639e+01,-9.666876734141246486e-01
1.080120596884775352e+01,-9.486877135388382953e-01
1.081121635436105066e+01,-9.269359384501995036e-01
1.082122673987434780e+01,-9.015183708082789016e-01
1.083123712538764494e+01,-8.725355305371826908e-01
1.084124751090094207e+01,-8.401020372946795822e-01
1.085125789641423921e+01,-8.043461571810267552e-01
1.086126828192753813e+01,-7.654092954795842507e-01
1.087127866744083526e+01,-7.234454374354762907e-01
1.088128905295413240e+01,-6.786205392835797934e-01
1.089129943846742954e+01,-6.311118719344732675e-01
1.090130982398072668e+01,-5.811073199136570500e-01
1.091132020949402381e+01,-5.288046383267795969e-01
1.092133059500732095e+01,-4.744106707891597163e-01
1.093134098052061809e+01,-4.181405314126487860e-01
1.094135136603391523e+01,-3.602167540848026372e-01
1.095136175154721236e+01,-3.008684124047676378e-01
1.096137213706050950e+01,-2.403302137562269292e-01
1.097138252257380664e+01,-1.788415711003158715e-01
1.098139290808710378e+01,-1.166456561590590996e-01
1.099140329360040091e+01,-5.398843773394400997e-02
1.100141367911369983e+01,8.882291037246673251e-03
1.101142406462699697e+01,7.171789263838193595e-02
1.102143445014029410e+01,1.342698684722280211e-01
1.103144483565359124e+01,1.962908416083056495e-01
1.104145522116688838e+01,2.575355350948443367e-01
1.105146560668018552e+01,3.177617419658494424e-01
1.106147599219348265e+01,3.767312831072345269e-01
1.107148637770677979e+01,4.342109491937028998e-01
1.108149676322007693e+01,4.899734229715322908e-01
1.109150714873337407e+01,5.437981782396682506e-01
1.110151753424667120e+01,5.954723519739690829e-01
1.111152791975996834e+01,6.447915861455519870e-01
1.112153830527326548e+01,6.915608359041316433e-01
1.113154869078656439e+01,7.355951409300381938e-01
1.114155907629986153e+01,7.767203569045809664e-01
1.115156946181315867e+01,8.147738442059602182e-01
1.116157984732645581e+01,8.496051111069742312e-01
1.117159023283975294e+01,8.810764089310252345e-01
1.118160061835305008e+01,9.090632768125584962e-01
1.119161100386634722e+01,9.334550339077162251e-01
1.120162138937964436e+01,9.541552171085189160e-01
1.121163177489294149e+01,9.710819625295732394e-01
1.122164216040623863e+01,9.841683292586382859e-01
1.123165254591953577e+01,9.933625640906444954e-01
1.124166293143283291e+01,9.986283061982876852e-01
1.125167331694613004e+01,9.999447309297173625e-01
1.126168370245942718e+01,9.973066321646643084e-01
1.127169408797272609e+01,9.907244429033034150e-01
1.128170447348602323e+01,9.802241940064282399e-01
1.129171485899932037e+01,9.658474112501116426e-01
1.130172524451261751e+01,9.476509511019711729e-01
1.131173563002591465e+01,9.257067758685109116e-01
1.132174601553921178e+01,9.001016691027386996e-01
1.133175640105250892e+01,8.709368923976282817e-01
1.134176678656580606e+01,8.383277849226186129e-01
1.135177717207910320e+01,8.024033072869516392e-01
1.136178755759240033e+01,7.633055315337263780e-01
1.137179794310569747e+01,7.211890792816222362e-01
1.138180832861899461e+01,6.762205102362394138e-01
1.139181871413229175e+01,6.285776634894816306e-01
